Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ZONE ONE:Zone Thermostat Air Temperature [C](Hourly),DistrictHeating:Facility [J](Hourly) 
 03/12  08:00:00,1.55,20.0000000000002,3042501.53493154 
 03/12  09:00:00,2.375,20.,2255257.62120831 
 03/12  10:00:00,2.85,20.,2045624.33942707 
 03/12  11:00:00,3.625,20.,1860554.53537251 
 03/12  12:00:00,4.9375,20.0000000000001,1573565.01432485 
 03/12  13:00:00,5.8125,20.,1545316.09576085 
 03/12  14:00:00,5.6875,20.,1408339.52493992 
 03/12  15:00:00,5.4375,20.,505719.457548161 
 03/12  16:00:00,5.025,20.,934731.325585229 
 03/12  17:00:00,4.2375,20.,1501502.07577786 
 03/12  18:00:00,3.775,20.0000000000001,1742577.74539452 
 03/12  19:00:00,3.825,20.0000000000001,1372873.37370145 
 03/12  20:00:00,4.275,20.,1100209.58197612 
 03/12  21:00:00,4.3125,20.,976783.132726863 
 03/12  22:00:00,3.8875,20.,1039495.92169248 
 03/12  23:00:00,3.2625,20.,1196362.48984684 
 03/12  24:00:00,2.75,20.0000000000001,1325594.47969504 
 03/13  01:00:00,2.4125,20.,1408126.6179325 
 03/13  02:00:00,2.2375,20.,1606035.03388868 
 03/13  03:00:00,2.2,20.0000000000001,2463525.69751283 
 03/13  04:00:00,2.325,20.,2832406.18160022 
 03/13  05:00:00,2.2125,20.,2861184.84689777 
 03/13  06:00:00,2.1,20.0000000000001,2902580.68824347 
 03/13  07:00:00,1.975,20.,2899615.70822926 
 03/13  08:00:00,1.9625,20.0000000000001,2609893.59039524 
 03/13  09:00:00,2.5625,20.,1107692.67541447 
 03/13  10:00:00,3.4,20.,786554.920275249 
 03/13  11:00:00,3.825,20.,1147052.79150563 
 03/13  12:00:00,4.525,20.0298550972591,98367.9261985508 
 03/13  13:00:00,4.9625,20.2521854760412,46953.0137432529 
 03/13  14:00:00,3.6875,20.1951892820612,26991.9964185085 
 03/13  15:00:00,3.5875,20.2206408479992,132788.283651234 
 03/13  16:00:00,4.375,20.0172923343234,534362.558985515 
 03/13  17:00:00,4.6,20.0000000000007,410756.138197013 
 03/13  18:00:00,4.7875,20.,1025113.13216511 
 03/13  19:00:00,3.0875,20.,1345980.24061415 
 03/13  20:00:00,2.25,20.,1321187.5330677 
 03/13  21:00:00,2.8375,19.9999999999999,1975214.38373059 
 03/13  22:00:00,3.35,20.,2035767.70200276 
 03/13  23:00:00,3.25,20.,1846299.94201635 
 03/13  24:00:00,2.6625,20.,2776677.64432018 
 03/14  01:00:00,2.15,20.,2053119.27873058 
 03/14  02:00:00,1.875,20.0000000000001,1931579.68341508 
 03/14  03:00:00,1.6125,20.0000000000002,2269360.89289857 
 03/14  04:00:00,1.375,20.,2308232.38532859 
 03/14  05:00:00,1.3,20.,3028492.37857105 
 03/14  06:00:00,0.8625,20.,3128482.88713636 
 03/14  07:00:00,0.475,20.,3206579.73777717 
 03/14  08:00:00,0.775,20.,3008641.86023332 
 03/14  09:00:00,1.8125,20.,2559263.1274024 
 03/14  10:00:00,2.925,20.,1942460.27036173 
 03/14  11:00:00,4.3625,20.,1266207.67402674 
 03/14  12:00:00,5.9375,20.,770238.302767518 
 03/14  13:00:00,7.125,20.0486177032343,16743.1126330235 
 03/14  14:00:00,7.9375,20.0665993769922,348777.270347307 
 03/14  15:00:00,8.1375,20.000000070773,664136.385337392 
 03/14  16:00:00,7.7875,20.,945107.226257539 
 03/14  17:00:00,7.2875,20.,2039039.66575736 
 03/14  18:00:00,6.2875,20.,1929638.95056141 
 03/14  19:00:00,5.8625,20.,1601833.71492779 
 03/14  20:00:00,6.0875,20.,988739.707099072 
 03/14  21:00:00,6.325,20.,1888676.04215634 
 03/14  22:00:00,6.4625,20.,1615094.34987984 
 03/14  23:00:00,6.0625,20.,1623864.44853872 
 03/14  24:00:00,5.8,20.,990736.845790828 
 03/15  01:00:00,5.9875,20.,792768.243874723 
 03/15  02:00:00,5.6,20.,801955.77854331 
 03/15  03:00:00,5.675,20.,1018424.59327676 
 03/15  04:00:00,6.0875,20.,1992387.80444382 
 03/15  05:00:00,6.3875,20.,2162855.37391236 
 03/15  06:00:00,6.5625,20.,2140781.4066993 
 03/15  07:00:00,6.725,20.0000000000001,2270573.16127913 
 03/15  08:00:00,6.8,20.0000000000002,2712352.94688042 
 03/15  09:00:00,7.1125,20.0000000000001,1999073.31582452 
 03/15  10:00:00,7.6125,20.0000000000001,1427062.07021555 
 03/15  11:00:00,8.675,20.0000000000001,666398.971916656 
 03/15  12:00:00,10.1375,20.,554638.508005439 
 03/15  13:00:00,11.2625,20.3142040353526,78932.0482845826 
 03/15  14:00:00,11.225,21.2379733795097,0.0 
 03/15  15:00:00,11.,22.0369524271565,0.0 
 03/15  16:00:00,11.125,22.2172423602668,0.0 
 03/15  17:00:00,10.95,22.12651357539,0.0 
 03/15  18:00:00,10.175,20.8978862208037,0.0 
 03/15  19:00:00,9.3,20.0923906220596,102272.714543738 
 03/15  20:00:00,8.625,20.0190259286567,134238.969775972 
 03/15  21:00:00,7.9625,20.0000000000011,421038.48317026 
 03/15  22:00:00,7.2625,20.,586678.174687781 
 03/15  23:00:00,6.625,20.,713934.551849351 
 03/15  24:00:00,6.15,20.,821193.146041382 
 03/16  01:00:00,5.5625,20.,913313.273528296 
 03/16  02:00:00,5.175,20.,995536.812509905 
 03/16  03:00:00,5.0375,20.,1344952.25689834 
 03/16  04:00:00,5.,20.,2209502.55807438 
 03/16  05:00:00,5.125,20.,2419270.44121103 
 03/16  06:00:00,5.325,20.,2383690.96655296 
 03/16  07:00:00,5.65,20.0000000000001,2805749.81726887 
 03/16  08:00:00,5.925,20.,2895515.75358739 
 03/16  09:00:00,6.5625,20.,2230894.22039824 
 03/16  10:00:00,6.65,20.0000000000001,2281103.79515116 
 03/16  11:00:00,5.25,20.,2266695.64955796 
 03/16  12:00:00,4.875,20.,2109410.66872656 
 03/16  13:00:00,5.7875,20.,1075080.7074035 
 03/16  14:00:00,6.7625,20.5482430583708,0.0 
 03/16  15:00:00,7.85,22.4465119621745,0.0 
 03/16  16:00:00,7.9875,22.3031423301956,0.0 
 03/16  17:00:00,7.7375,21.9624771748226,0.0 
 03/16  18:00:00,7.575,20.9852857616715,0.0 
 03/16  19:00:00,7.0625,20.4505527051633,0.0 
 03/16  20:00:00,6.3625,20.0000898213145,277619.27571477 
 03/16  21:00:00,4.9125,20.0000000000002,824120.581380243 
 03/16  22:00:00,4.575,20.,997291.263185551 
 03/16  23:00:00,4.6125,20.,983132.061551742 
 03/16  24:00:00,4.8125,20.,1017543.50896559 
 03/17  01:00:00,5.25,20.,973304.637672149 
 03/17  02:00:00,5.0875,20.,974334.818636583 
 03/17  03:00:00,4.7125,20.,1020544.55956908 
 03/17  04:00:00,4.9125,20.,2034248.25020956 
 03/17  05:00:00,3.975,20.,2485416.40408356 
 03/17  06:00:00,2.9875,20.,2688155.56384103 
 03/17  07:00:00,2.7375,20.,2787341.77993428 
 03/17  08:00:00,3.0125,20.,3294916.44645685 
 03/17  09:00:00,3.575,20.0000000000001,2299473.12641398 
 03/17  10:00:00,4.7375,20.,1115286.18701623 
 03/17  11:00:00,6.3,20.,572552.738046176 
 03/17  12:00:00,7.5875,20.,325761.434624476 
 03/17  13:00:00,8.625,20.0976458334402,94071.0035930055 
 03/17  14:00:00,8.625,21.7898812618268,0.0 
 03/17  15:00:00,8.4625,22.6745976231837,0.0 
 03/17  16:00:00,7.9375,22.0649708802803,0.0 
 03/17  17:00:00,5.7875,20.3780848620797,145183.788776984 
 03/17  18:00:00,4.8875,20.0000005062945,909779.226116311 
 03/17  19:00:00,4.875,20.,1386839.33239794 
 03/17  20:00:00,4.4875,20.,1659662.2123528 
 03/17  21:00:00,4.425,20.,1056077.67312694 
 03/17  22:00:00,4.25,20.0000000000001,1020806.42788137 
 03/17  23:00:00,3.725,20.0000000000001,1099541.73733603 
 03/17  24:00:00,3.3125,20.0000000000001,1191585.0299328 
 03/18  01:00:00,3.2,20.0000000000001,1245953.87694774 
 03/18  02:00:00,2.825,20.0000000000001,1277894.66314786 
 03/18  03:00:00,3.0375,20.0000000000001,1620915.30010294 
 03/18  04:00:00,3.4875,20.0000000000001,2611191.42242746 
 03/18  05:00:00,3.0375,20.,2628647.40795709 
 03/18  06:00:00,2.1375,20.,2720220.26284252 
 03/18  07:00:00,2.3,19.9999999999999,2897780.9432106 
 03/18  08:00:00,2.725,19.9999999999999,3023778.35082884 
 03/18  09:00:00,3.1125,20.,2496985.63700377 
 03/18  10:00:00,4.175,20.0000000000002,2087111.21900096 
 03/18  11:00:00,5.6375,20.0000000000001,1138389.30280108 
 03/18  12:00:00,6.3875,20.1491351686586,256270.181866682 
 03/18  13:00:00,6.75,20.816219488383,0.0 
 03/18  14:00:00,7.9,21.2810696844586,0.0 
 03/18  15:00:00,8.5625,22.5364016088422,0.0 
 03/18  16:00:00,8.6,23.0855382237701,0.0 
 03/18  17:00:00,8.4125,22.9113183011718,0.0 
 03/18  18:00:00,8.3625,22.0195525910002,0.0 
 03/18  19:00:00,6.7125,20.4120594885183,93956.3025853045 
 03/18  20:00:00,5.325,20.0000001791601,352740.338882535 
 03/18  21:00:00,4.85,20.,834228.8220899 
 03/18  22:00:00,4.45,20.,972959.666496434 
 03/18  23:00:00,3.8,20.,1030653.87495155 
 03/18  24:00:00,3.6875,20.,1096141.71245867 
 03/19  01:00:00,3.05,20.,1203458.40740023 
 03/19  02:00:00,2.1625,20.,1440536.51808813 
 03/19  03:00:00,1.7125,20.,2133113.12842622 
 03/19  04:00:00,0.9125,20.,3096853.7806979 
 03/19  05:00:00,-0.125,20.,3308431.98217888 
 03/19  06:00:00,-0.125,20.,3483666.02094762 
 03/19  07:00:00,-0.4625,19.9999999999998,3403173.01193262 
 03/19  08:00:00,-0.3625,19.9999999999998,3051406.17028667 
 03/19  09:00:00,1.9625,19.9999999999999,1497107.93031357 
 03/19  10:00:00,4.7,20.3084825582431,122992.786998957 
 03/19  11:00:00,6.975,21.0364673568516,0.0 
 03/19  12:00:00,8.2375,21.4177890905716,0.0 
 03/19  13:00:00,8.125,21.2909944395731,0.0 
 03/19  14:00:00,8.2125,21.9330707705927,0.0 
 03/19  15:00:00,8.65,22.7813260382705,0.0 
 03/19  16:00:00,8.1125,22.5300483086325,0.0 
 03/19  17:00:00,6.45,21.279691741192,0.0 
 03/19  18:00:00,5.45,20.1490249776532,294459.104087984 
 03/19  19:00:00,5.05,20.0000000000464,1086928.54413332 
 03/19  20:00:00,4.3375,20.,1240988.98637009 
 03/19  21:00:00,3.5625,20.,1119614.02680714 
 03/19  22:00:00,2.1125,20.,1316272.75095448 
 03/19  23:00:00,1.4,20.,1491265.20610253 
 03/19  24:00:00,1.525,20.,1525376.68583924 
 03/20  01:00:00,1.5375,20.,2014558.09428749 
 03/20  02:00:00,1.375,20.,2252019.67609274 
 03/20  03:00:00,1.2375,20.,2273802.85152081 
 03/20  04:00:00,1.45,20.0000000000002,2922890.96583746 
 03/20  05:00:00,1.85,20.0000000000001,2872409.80400401 
 03/20  06:00:00,2.,20.0000000000002,2826906.31233215 
 03/20  07:00:00,1.8125,20.0000000000002,2825456.33883696 
 03/20  08:00:00,1.825,20.,2327282.7306644 
 03/20  09:00:00,1.8375,20.0000000000002,2181429.82136903 
 03/20  10:00:00,1.8,20.0000000000001,1517021.64729804 
 03/20  11:00:00,1.9875,20.0000000000001,1692769.4592718 
 03/20  12:00:00,2.35,20.0000000000001,1133059.35857471 
 03/20  13:00:00,2.8125,20.0000000000001,1220644.91879825 
 03/20  14:00:00,3.125,20.,1192938.80045918 
 03/20  15:00:00,3.5125,20.,1318371.01150509 
 03/20  16:00:00,3.95,20.,1320274.51138385 
 03/20  17:00:00,4.0375,20.,1568012.25758601 
 03/20  18:00:00,4.,20.,789906.528959129 
 03/20  19:00:00,3.8125,20.,1534739.77285623 
 03/20  20:00:00,3.575,20.,1076968.72851167 
 03/20  21:00:00,3.25,20.0000000000001,1133814.38446677 
 03/20  22:00:00,2.475,20.,1387148.63052555 
 03/20  23:00:00,2.1,20.,2227763.08643312 
 03/20  24:00:00,1.6625,20.,2925111.77830392 
 03/21  01:00:00,1.5875,20.,1761869.1103578 
 03/21  02:00:00,1.325,20.0000000000001,2214050.14660677 
 03/21  03:00:00,1.1,20.0000000000001,2261612.4052567 
 03/21  04:00:00,1.725,20.,2236432.82639112 
 03/21  05:00:00,2.1,20.0000000000002,2679367.66613823 
 03/21  06:00:00,2.2875,20.0000000000001,2850806.13441979 
 03/21  07:00:00,2.4,20.0000000000001,2773604.46205744 
 03/21  08:00:00,2.5875,20.0000000000001,1785635.19103559 
 03/21  09:00:00,3.3875,20.,1028955.18682852 
 03/21  10:00:00,3.9875,20.0041959763865,558662.464109192 
 03/21  11:00:00,5.2875,20.0000638197523,561761.262255704 
 03/21  12:00:00,6.75,20.4663897098219,14275.1772840622 
 03/21  13:00:00,8.1375,22.2875476580854,0.0 
 03/21  14:00:00,8.575,22.2862623293905,0.0 
 03/21  15:00:00,8.375,23.0274900180915,0.0 
 03/21  16:00:00,8.175,23.301780080258,0.0 
 03/21  17:00:00,8.225,23.0558625659967,0.0 
 03/21  18:00:00,7.4875,20.8166906540051,17582.2021199267 
 03/21  19:00:00,6.125,20.0000014345979,1044063.29273454 
 03/21  20:00:00,5.1,20.0000000000003,1810136.24375217 
 03/21  21:00:00,4.55,20.,1019915.36681051 
 03/21  22:00:00,4.0875,20.,952171.165072089 
 03/21  23:00:00,3.775,20.0000000000001,1727311.99258091 
 03/21  24:00:00,3.45,20.0000000000001,1834390.21199254 
 03/22  01:00:00,2.9875,20.0000000000001,1213338.5200844 
 03/22  02:00:00,2.7375,20.,1232379.19155347 
 03/22  03:00:00,2.95,20.,1579948.80091078 
 03/22  04:00:00,3.2875,20.0000000000001,2631758.84892107 
 03/22  05:00:00,3.5875,20.0000000000001,2646123.82719282 
 03/22  06:00:00,3.6375,20.0000000000001,2617485.1797455 
 03/22  07:00:00,3.6,20.0000000000001,2736707.56147538 
 03/22  08:00:00,3.7875,20.0000000000001,3059958.17148636 
 03/22  09:00:00,3.9,20.0000000000001,2595596.60136511 
 03/22  10:00:00,4.2125,20.,2237086.93786971 
 03/22  11:00:00,5.15,20.0000000000001,1793729.24734844 
 03/22  12:00:00,5.975,20.0000000000001,1199164.40792881 
 03/22  13:00:00,6.2625,20.0000000000001,927567.271319314 
 03/22  14:00:00,6.6125,20.1452600468437,106651.808654492 
 03/22  15:00:00,6.8,20.0619937304732,57302.1962021795 
 03/22  16:00:00,6.925,20.9316251942721,0.0 
 03/22  17:00:00,7.0625,21.0902048575376,0.0 
 03/22  18:00:00,6.7875,20.0862395844527,192561.895322146 
 03/22  19:00:00,6.2875,20.0000000030075,567045.585691814 
 03/22  20:00:00,5.7875,20.,581614.439144233 
 03/22  21:00:00,5.1625,20.,779481.207094396 
 03/22  22:00:00,4.65,20.,966003.342420611 
 03/22  23:00:00,4.625,20.,1017545.65374417 
 03/22  24:00:00,4.7,20.0000000000001,999776.517016946 
 03/23  01:00:00,4.0125,20.,1002006.49481795 
 03/23  02:00:00,3.225,20.,1130648.90763174 
 03/23  03:00:00,2.,20.,1850806.12803831 
 03/23  04:00:00,0.5875,20.,2855702.58578376 
 03/23  05:00:00,-0.2125,20.,3321741.95286641 
 03/23  06:00:00,0.1625,20.0000000000001,3408905.20881331 
 03/23  07:00:00,0.3125,20.0000000000001,3191142.47277066 
 03/23  08:00:00,0.825,20.,3063756.81445092 
 03/23  09:00:00,2.7625,20.,1090906.16011204 
 03/23  10:00:00,4.825,20.2706526940897,8763.95987270757 
 03/23  11:00:00,6.4375,21.2011014803562,0.0 
 03/23  12:00:00,7.625,21.113709292103,0.0 
 03/23  13:00:00,8.,21.260990536624,0.0 
 03/23  14:00:00,8.3125,22.240796738217,0.0 
 03/23  15:00:00,8.625,23.4528070551717,0.0 
 03/23  16:00:00,8.6375,23.8452107936733,0.0 
 03/23  17:00:00,8.475,23.8092863698865,0.0 
 03/23  18:00:00,8.025,22.5699658694631,0.0 
 03/23  19:00:00,7.175,20.968715486015,0.0 
 03/23  20:00:00,5.8625,20.008063075128,326932.164938714 
 03/23  21:00:00,4.7375,20.,745155.590907312 
 03/23  22:00:00,3.8375,20.,1103243.72143428 
 03/23  23:00:00,2.75,19.9999999999999,1334718.58497359 
 03/23  24:00:00,1.3,20.,1565416.41358331 
 03/24  01:00:00,1.249999999999997E-02,20.,1843488.12273731 
 03/24  02:00:00,-1.3375,20.,2287538.88882152 
 03/24  03:00:00,-1.9625,20.0000000000001,3025399.6532422 
 03/24  04:00:00,-2.125,20.,3825165.24592773 
 03/24  05:00:00,-2.45,20.0000000000001,3962249.21973977 
 03/24  06:00:00,-2.4125,20.0000000000001,4039214.96143515 
 03/24  07:00:00,-2.1125,20.0000000000001,3981702.7094269 
 03/24  08:00:00,-1.6875,20.0000000000001,3692439.58329003 
 03/24  09:00:00,-0.3125,20.,1809045.94240403 
 03/24  10:00:00,1.3375,20.,360466.441071155 
 03/24  11:00:00,3.9625,20.432041534767,0.0 
 03/24  12:00:00,6.3875,20.7357995343449,0.0 
 03/24  13:00:00,7.6625,21.115756941123,0.0 
 03/24  14:00:00,8.0625,21.9778752445374,0.0 
 03/24  15:00:00,7.6,23.1953380950503,0.0 
 03/24  16:00:00,7.425,23.3495675401924,0.0 
 03/24  17:00:00,7.5,22.363589633571,0.0 
 03/24  18:00:00,6.8125,21.1464244185034,0.0 
 03/24  19:00:00,5.525,20.1627532160032,266197.033342502 
 03/24  20:00:00,4.25,20.0000000050449,537892.676951924 
 03/24  21:00:00,3.6125,20.,919109.802358964 
 03/24  22:00:00,3.3125,20.,1048876.48497085 
 03/24  23:00:00,2.575,20.,1145118.1876908 
 03/24  24:00:00,1.95,19.9999999999999,1260787.19275537 
 03/25  01:00:00,1.675,19.9999999999999,1343651.2235038 
 03/25  02:00:00,1.475,20.,1399335.6361899 
 03/25  03:00:00,1.4,20.,2140158.72318254 
 03/25  04:00:00,1.275,20.0000000000002,2907493.93054183 
 03/25  05:00:00,1.075,20.0000000000002,2995919.7487621 
 03/25  06:00:00,0.8125,20.0000000000002,3080118.76455372 
 03/25  07:00:00,0.5125,20.0000000000002,3095591.02870876 
 03/25  08:00:00,0.525,20.0000000000002,3195840.82439125 
 03/25  09:00:00,1.475,20.0000000000001,2373461.24799008 
 03/25  10:00:00,2.75,20.0000000000001,601920.92921929 
 03/25  11:00:00,4.3875,20.,357748.168735119 
 03/25  12:00:00,5.6,20.0005350399746,481289.721261599 
 03/25  13:00:00,6.15,20.0031782143701,471157.229472505 
 03/25  14:00:00,7.05,20.2931104705133,310349.319403347 
 03/25  15:00:00,8.3125,21.5862885172324,0.0 
 03/25  16:00:00,9.7375,21.8589807642559,0.0 
 03/25  17:00:00,10.3,21.5055153661392,0.0 
 03/25  18:00:00,9.925,20.96317961825,0.0 
 03/25  19:00:00,8.5125,20.1218123792961,86268.1380619742 
 03/25  20:00:00,6.925,20.0000078147846,305377.307641584 
 03/25  21:00:00,5.8375,20.,755568.138628559 
 03/25  22:00:00,4.5625,20.,1005787.96611206 
 03/25  23:00:00,3.5625,20.0000000000001,1217028.47677971 
 03/25  24:00:00,2.8,20.,1378301.34712902 
 03/26  01:00:00,2.4375,20.,1488289.06649545 
 03/26  02:00:00,1.8375,20.,1570973.27326248 
 03/26  03:00:00,2.0625,20.,1579326.7053202 
 03/26  04:00:00,2.15,20.0000000000002,2302625.81865434 
 03/26  05:00:00,1.875,20.0000000000002,2878973.02224156 
 03/26  06:00:00,1.6125,20.0000000000002,2937623.46203679 
 03/26  07:00:00,1.5,20.0000000000002,2922555.16092817 
 03/26  08:00:00,1.6875,20.0000000000002,2785455.95449325 
 03/26  09:00:00,2.05,20.0000000000002,2483902.52946651 
 03/26  10:00:00,2.7,20.0000000000001,1934661.6569509 
 03/26  11:00:00,4.5,20.0283876452861,178586.653357652 
 03/26  12:00:00,7.0875,20.0870608933756,60594.7967145244 
 03/26  13:00:00,9.1,21.1201755465785,0.0 
 03/26  14:00:00,10.7,22.7194801209288,0.0 
 03/26  15:00:00,11.9875,23.9665269870279,0.0 
 03/26  16:00:00,12.775,23.9580482790824,0.0 
 03/26  17:00:00,12.75,23.1389346772484,0.0 
 03/26  18:00:00,11.6625,21.9314322918851,0.0 
 03/26  19:00:00,9.85,21.0035729295204,0.0 
 03/26  20:00:00,8.225,20.361309268367,0.0 
 03/26  21:00:00,6.95,20.0000349776336,331326.771523435 
 03/26  22:00:00,6.0625,20.0000000000001,742111.156559629 
 03/26  23:00:00,4.8625,20.0000000000001,1034792.29333848 
 03/26  24:00:00,3.425,20.,1314251.64057219 
 03/27  01:00:00,2.025,20.0000000000001,1557834.17380885 
 03/27  02:00:00,0.5625,20.,1781292.23154236 
 03/27  03:00:00,6.250000000000000E-02,20.0000000000001,2095576.80502146 
 03/27  04:00:00,0.4125,20.0000000000001,3186132.70113532 
 03/27  05:00:00,0.225,20.0000000000001,3423627.46940208 
 03/27  06:00:00,-6.250000000000000E-02,20.0000000000001,3457150.77155595 
 03/27  07:00:00,-0.1625,20.0000000000002,3339873.05824942 
 03/27  08:00:00,-0.2625,20.0000000000001,2344306.71627116 
 03/27  09:00:00,1.5125,20.0635670167141,716789.585680947 
 03/27  10:00:00,4.9125,21.2383736002998,0.0 
 03/27  11:00:00,8.8625,22.0317005336929,0.0 
 03/27  12:00:00,12.4625,23.1006581992502,0.0 
 03/27  13:00:00,14.7,23.6477490694292,0.0 
 03/27  14:00:00,16.1125,23.8278519332415,0.0 
 03/27  15:00:00,16.5375,23.3455551731853,0.0 
 03/27  16:00:00,17.1875,23.1283183504037,0.0 
 03/27  17:00:00,17.0375,22.2971354100807,0.0 
 03/27  18:00:00,15.6375,21.1579149178246,0.0 
 03/27  19:00:00,13.875,20.9979622646674,0.0 
 03/27  20:00:00,12.2,20.2054177144495,35455.8858124945 
 03/27  21:00:00,10.7875,20.0127323570425,195868.027612207 
 03/27  22:00:00,9.55,20.0000063536418,342610.039034748 
 03/27  23:00:00,8.225,20.0000000000001,1262572.55974408 
 03/27  24:00:00,6.825,20.,1362104.19190153 
 03/28  01:00:00,5.9875,20.,880472.550517388 
 03/28  02:00:00,5.2375,19.9999999999999,2357645.68914963 
 03/28  03:00:00,4.8375,19.9999999999999,1852297.03699218 
 03/28  04:00:00,4.8625,20.,2204964.06318649 
 03/28  05:00:00,4.7125,19.9999999999999,2598483.94274007 
 03/28  06:00:00,4.475,20.0000000000002,2641285.3307192 
 03/28  07:00:00,4.525,20.0000000000002,2566017.74724639 
 03/28  08:00:00,4.975,20.,2072519.06645873 
 03/28  09:00:00,6.6375,20.0000000000001,1207419.73963061 
 03/28  10:00:00,8.75,20.0268324159252,102205.318065329 
 03/28  11:00:00,10.9375,20.658958238073,0.0 
 03/28  12:00:00,12.8625,21.0860785534404,0.0 
 03/28  13:00:00,14.375,20.9222356873402,0.0 
 03/28  14:00:00,15.275,20.6916038474016,0.0 
 03/28  15:00:00,15.0625,21.3203368746731,0.0 
 03/28  16:00:00,14.55,21.2255875801799,0.0 
 03/28  17:00:00,13.7125,20.5813871231652,0.0 
 03/28  18:00:00,12.55,20.0384829255224,214582.413884223 
 03/28  19:00:00,10.725,20.000000001619,979935.076609687 
 03/28  20:00:00,9.2125,20.,188624.580172847 
 03/28  21:00:00,8.175,20.,423210.749041685 
 03/28  22:00:00,6.8,20.,1324425.90566471 
 03/28  23:00:00,5.6375,20.,1935256.63196274 
 03/28  24:00:00,3.9875,20.,1513392.63839311 
 03/29  01:00:00,2.8875,20.,1385966.36014628 
 03/29  02:00:00,2.575,20.,1544015.39131384 
 03/29  03:00:00,2.125,20.,1633135.94784126 
 03/29  04:00:00,0.9625,20.,2592394.88738755 
 03/29  05:00:00,0.4,20.,3266155.46811203 
 03/29  06:00:00,1.025,20.,3256767.21978198 
 03/29  07:00:00,1.9,20.,3013814.64823861 
 03/29  08:00:00,2.95,20.,3022226.93906964 
 03/29  09:00:00,3.7125,20.,2571199.88471259 
 03/29  10:00:00,4.525,20.0000000000002,1895949.78402682 
 03/29  11:00:00,5.65,20.,497157.020895232 
 03/29  12:00:00,6.975,20.0628698914085,155614.992175821 
 03/29  13:00:00,8.,20.0000000062601,406145.401185392 
 03/29  14:00:00,8.425,20.4332597183158,111869.28374686 
 03/29  15:00:00,8.6875,21.1899847511533,0.0 
 03/29  16:00:00,8.7375,21.1934442142155,0.0 
 03/29  17:00:00,8.575,21.0191280904114,0.0 
 03/29  18:00:00,8.,20.1515779983131,135119.954351175 
 03/29  19:00:00,7.1375,20.0119492358976,498291.532295463 
 03/29  20:00:00,5.8625,20.0000000000181,1010093.69508411 
 03/29  21:00:00,4.675,20.,951035.250056645 
 03/29  22:00:00,3.8625,20.,1118401.58297088 
 03/29  23:00:00,2.975,20.0000000000001,1264366.09641402 
 03/29  24:00:00,1.975,20.0000000000001,1397406.94036237 
 03/30  01:00:00,1.4125,20.,1541573.61553339 
 03/30  02:00:00,1.05,20.,1658703.33587651 
 03/30  03:00:00,0.5875,20.,1743234.35939178 
 03/30  04:00:00,0.15,20.,2151794.22354278 
 03/30  05:00:00,-0.1875,20.,2706693.15901781 
 03/30  06:00:00,-5.000000000000000E-02,19.9999999999999,3197331.18012436 
 03/30  07:00:00,1.2875,20.,2969395.29471715 
 03/30  08:00:00,2.6875,20.0000000000002,2527853.96956944 
 03/30  09:00:00,3.6625,20.0000000000001,2341242.07521674 
 03/30  10:00:00,4.0625,20.,1849119.5219144 
 03/30  11:00:00,4.475,20.,2045537.94230844 
 03/30  12:00:00,4.575,20.,1259180.53835568 
 03/30  13:00:00,4.9375,20.,334186.633162983 
 03/30  14:00:00,5.1375,20.1901032782795,91556.0951015114 
 03/30  15:00:00,4.4125,20.3382333397971,71708.3469481203 
 03/30  16:00:00,4.4375,20.2944426410066,109138.696163057 
 03/30  17:00:00,4.325,20.2415785754632,163196.216408203 
 03/30  18:00:00,3.85,20.000000006729,873924.846643698 
 03/30  19:00:00,3.5125,20.,1467286.56578855 
 03/30  20:00:00,2.7125,20.,1534190.05084534 
 03/30  21:00:00,1.675,20.,1439924.6064537 
 03/30  22:00:00,0.925,20.,1634695.77974027 
 03/30  23:00:00,0.2,20.,1783079.83382821 
 03/30  24:00:00,-0.5375,20.,1911581.06414491 
 03/31  01:00:00,-1.3625,20.,2049590.90573741 
 03/31  02:00:00,-2.075,20.,2166820.17398476 
 03/31  03:00:00,-2.425,20.,2310765.74263975 
 03/31  04:00:00,-2.0625,20.,2678568.68795613 
 03/31  05:00:00,-1.6125,20.0000000000001,3697992.73201192 
 03/31  06:00:00,-1.3125,20.,3707740.74389078 
 03/31  07:00:00,-1.0125,20.0000000000001,3444063.5858518 
 03/31  08:00:00,0.475,20.0000000000001,2775537.26442374 
 03/31  09:00:00,2.425,20.0931213231995,561779.641065222 
 03/31  10:00:00,4.4125,20.5229671447432,0.0 
 03/31  11:00:00,5.8875,21.3662227305187,0.0 
 03/31  12:00:00,7.2375,22.2957553088736,0.0 
 03/31  13:00:00,8.55,22.7283387023712,0.0 
 03/31  14:00:00,9.25,23.5429586806792,0.0 
 03/31  15:00:00,9.4625,23.9999981434488,0.0 
 03/31  16:00:00,9.875,23.9999999999996,0.0 
 03/31  17:00:00,9.9125,23.4490165422504,0.0 
 03/31  18:00:00,9.425,22.9207838098037,0.0 
 03/31  19:00:00,7.95,21.440811427936,0.0 
 03/31  20:00:00,6.575,20.2732407430665,0.0 
 03/31  21:00:00,5.5125,20.0000962843103,475349.331254472 
 03/31  22:00:00,4.35,20.0000000000007,924014.567030349 
 03/31  23:00:00,3.275,20.,1206945.18151153 
