Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ZONE ONE:Zone Thermostat Air Temperature [C](Hourly),DistrictHeating:Facility [J](Hourly) 
 11/01  18:00:00,12.4,21.5428993804055,0.0 
 11/01  19:00:00,11.4875,20.5448989736202,0.0 
 11/01  20:00:00,10.8625,20.0335076532464,128734.250522702 
 11/01  21:00:00,10.1625,20.1806391649034,0.0 
 11/01  22:00:00,9.4,20.0909157094032,0.0 
 11/01  23:00:00,8.9125,20.0021704819883,60351.992000509 
 11/01  24:00:00,8.3,20.,194799.039669945 
 11/02  01:00:00,7.75,20.,302596.545037171 
 11/02  02:00:00,7.4125,20.,378261.464462908 
 11/02  03:00:00,7.1125,20.,947472.710538018 
 11/02  04:00:00,6.4375,20.,1233100.45730188 
 11/02  05:00:00,6.35,20.,2013333.16812519 
 11/02  06:00:00,6.5625,20.,2043268.86387994 
 11/02  07:00:00,6.4125,20.,2073736.55461311 
 11/02  08:00:00,6.175,20.,2662425.19296391 
 11/02  09:00:00,6.225,20.,1223069.26224813 
 11/02  10:00:00,7.3,20.1356855054305,58587.0335284603 
 11/02  11:00:00,8.3375,20.926229467759,0.0 
 11/02  12:00:00,9.2875,20.7702636351316,0.0 
 11/02  13:00:00,10.575,20.8048580316486,0.0 
 11/02  14:00:00,11.9125,22.013633023339,0.0 
 11/02  15:00:00,11.7125,23.1135231561379,0.0 
 11/02  16:00:00,9.6125,23.0815722521434,0.0 
 11/02  17:00:00,7.725,22.2080620045007,0.0 
 11/02  18:00:00,6.575,20.505506680443,0.0 
 11/02  19:00:00,5.6375,20.0305227405407,137038.695024908 
 11/02  20:00:00,5.2375,20.0000000672743,301134.083935547 
 11/02  21:00:00,5.2,20.,471542.475614003 
 11/02  22:00:00,5.5125,20.,490934.851826981 
 11/02  23:00:00,5.7,20.,447598.918287099 
 11/02  24:00:00,5.7,20.,412280.194278736 
 11/03  01:00:00,5.2,20.,423695.019378357 
 11/03  02:00:00,4.9,20.,477606.178845789 
 11/03  03:00:00,4.7125,20.,1023415.58240232 
 11/03  04:00:00,4.225,20.,1975153.50294989 
 11/03  05:00:00,3.6875,20.,2109395.12055599 
 11/03  06:00:00,3.5,20.0000000000001,2188126.13307054 
 11/03  07:00:00,3.625,20.0000000000001,2210340.97912483 
 11/03  08:00:00,3.825,20.0000000000001,2518257.08102782 
 11/03  09:00:00,3.8375,20.0000000000001,2469292.89634088 
 11/03  10:00:00,3.8,20.,2572229.04946926 
 11/03  11:00:00,4.3,20.,1362445.0441309 
 11/03  12:00:00,6.2875,20.,375375.783725914 
 11/03  13:00:00,8.4875,20.1333037681986,4019.48755275431 
 11/03  14:00:00,10.325,21.2408537886734,0.0 
 11/03  15:00:00,11.1875,21.7800795027294,0.0 
 11/03  16:00:00,11.175,20.9446077501212,0.0 
 11/03  17:00:00,10.9125,20.2911607097519,0.0 
 11/03  18:00:00,10.7375,20.023096469329,65285.9570956326 
 11/03  19:00:00,10.325,20.0000000000101,272665.004766315 
 11/03  20:00:00,9.725,20.0595417026001,201551.826429756 
 11/03  21:00:00,8.8125,20.1034044241683,0.0 
 11/03  22:00:00,8.275,20.0033100080609,55582.1195430571 
 11/03  23:00:00,8.1375,20.,114108.634172796 
 11/03  24:00:00,7.975,20.,96519.9361391134 
 11/04  01:00:00,7.5875,20.,136831.348543486 
 11/04  02:00:00,7.7125,20.,191417.367133499 
 11/04  03:00:00,7.7125,20.,161002.847043266 
 11/04  04:00:00,7.6,20.0000000000001,832960.803724488 
 11/04  05:00:00,6.7875,20.0000000000001,958033.669062406 
 11/04  06:00:00,6.05,20.0000000000001,1165770.06782214 
 11/04  07:00:00,5.3375,20.0000000000002,2016866.72772537 
 11/04  08:00:00,4.8125,20.0000000000002,2782525.53556903 
 11/04  09:00:00,5.575,20.0000000000002,2154532.32002111 
 11/04  10:00:00,7.475,20.0274266201705,733081.436899907 
 11/04  11:00:00,8.675,20.66840502772,0.0 
 11/04  12:00:00,9.9,20.5403400085139,0.0 
 11/04  13:00:00,10.6875,20.9123639721744,0.0 
 11/04  14:00:00,10.9875,22.2098740983237,0.0 
 11/04  15:00:00,10.85,23.3000980406731,0.0 
 11/04  16:00:00,10.2625,23.0729571869907,0.0 
 11/04  17:00:00,9.625,21.3349838046974,0.0 
 11/04  18:00:00,8.9,20.2650359320734,22775.9758560702 
 11/04  19:00:00,7.975,20.1685778371673,0.0 
 11/04  20:00:00,7.1625,20.0011077620783,136453.300727942 
 11/04  21:00:00,6.65,20.0000000000001,361369.07645259 
 11/04  22:00:00,6.25,20.,480986.477282171 
 11/04  23:00:00,6.1625,20.,545375.975642542 
 11/04  24:00:00,5.7,20.,587229.921101801 
 11/05  01:00:00,5.275,20.,655920.625729046 
 11/05  02:00:00,5.2,20.,681697.69529236 
 11/05  03:00:00,5.325,20.,1002602.12859621 
 11/05  04:00:00,4.775,20.,2084693.93039846 
 11/05  05:00:00,4.4625,19.9999999999999,2212944.97584645 
 11/05  06:00:00,4.125,19.9999999999999,2259816.14276986 
 11/05  07:00:00,3.9,20.0000000000001,2327715.14623538 
 11/05  08:00:00,4.0875,20.0000000000001,2278366.72863595 
 11/05  09:00:00,4.6375,20.,1682333.42841913 
 11/05  10:00:00,5.5875,20.,1718560.90329646 
 11/05  11:00:00,6.5625,20.,1124614.54311257 
 11/05  12:00:00,7.7125,20.,1330651.58502946 
 11/05  13:00:00,8.325,20.,709914.18396358 
 11/05  14:00:00,8.65,20.,700065.999122403 
 11/05  15:00:00,8.8,20.1634250129652,84912.975633224 
 11/05  16:00:00,8.425,20.13709344237,169141.169188379 
 11/05  17:00:00,7.8875,20.0000000057827,575848.320871433 
 11/05  18:00:00,7.5125,20.,802781.185018345 
 11/05  19:00:00,6.65,20.,984832.45982457 
 11/05  20:00:00,5.075,20.,756443.227539206 
 11/05  21:00:00,4.65,20.,767697.332569194 
 11/05  22:00:00,4.425,20.,811901.346547719 
 11/05  23:00:00,4.3875,20.,835988.444744055 
 11/05  24:00:00,4.375,20.,853536.585671695 
 11/06  01:00:00,4.55,20.0000000000001,1193020.35529095 
 11/06  02:00:00,5.45,20.,1040784.1369485 
 11/06  03:00:00,5.3375,20.,1457025.24370228 
 11/06  04:00:00,5.,20.,2060240.75512229 
 11/06  05:00:00,4.8125,20.,2118796.8602634 
 11/06  06:00:00,4.45,20.,2114826.1630811 
 11/06  07:00:00,4.175,20.,2154691.20628014 
 11/06  08:00:00,3.975,20.0000000000001,2198900.4764264 
 11/06  09:00:00,4.15,20.,2088856.75176295 
 11/06  10:00:00,4.6125,20.,1792627.27846696 
 11/06  11:00:00,5.2375,20.,1055390.26376596 
 11/06  12:00:00,6.125,20.0280012698034,368627.524224793 
 11/06  13:00:00,7.25,20.0000000098498,1216699.38008224 
 11/06  14:00:00,7.95,20.0000000000001,1074189.7283981 
 11/06  15:00:00,8.475,20.0000000000001,983157.798812195 
 11/06  16:00:00,8.3875,20.,429642.148256316 
 11/06  17:00:00,8.075,20.,852302.293039928 
 11/06  18:00:00,8.,20.,988298.508035903 
 11/06  19:00:00,7.875,20.0000000000001,1037942.27791589 
 11/06  20:00:00,7.55,20.,1274281.87985256 
 11/06  21:00:00,7.15,20.,1014687.74211684 
 11/06  22:00:00,6.9375,20.,1235815.11505489 
 11/06  23:00:00,6.775,20.,1053498.65594745 
 11/06  24:00:00,6.45,20.,1732376.30221764 
 11/07  01:00:00,5.925,20.,637070.383109926 
 11/07  02:00:00,5.5125,20.,625472.391815206 
 11/07  03:00:00,5.0875,20.,1229684.07143463 
 11/07  04:00:00,4.525,20.,2072903.72711986 
 11/07  05:00:00,3.3625,20.,2283161.6581096 
 11/07  06:00:00,2.8,20.0000000000002,2431595.48484724 
 11/07  07:00:00,2.925,20.0000000000002,2506363.24157902 
 11/07  08:00:00,2.5625,20.0000000000002,2563644.4385623 
 11/07  09:00:00,3.1125,20.0000000000002,2347015.5504132 
 11/07  10:00:00,4.1625,20.,1229500.37822493 
 11/07  11:00:00,4.9375,20.0000000000002,1832273.75312369 
 11/07  12:00:00,5.8875,20.0000000000001,1262209.36870241 
 11/07  13:00:00,6.925,20.,645656.98884432 
 11/07  14:00:00,7.675,20.2438043406331,0.0 
 11/07  15:00:00,8.275,20.3214086820795,0.0 
 11/07  16:00:00,8.25,20.0000870826138,857944.205021513 
 11/07  17:00:00,7.725,20.0000000000099,1271738.12814515 
 11/07  18:00:00,7.5,20.,1227997.41217686 
 11/07  19:00:00,7.4375,20.,1358270.81303777 
 11/07  20:00:00,7.0875,20.,1573780.61307406 
 11/07  21:00:00,6.7125,20.,1230531.49871393 
 11/07  22:00:00,6.6625,20.,1251715.35223116 
 11/07  23:00:00,6.5125,20.,1231098.66434902 
 11/07  24:00:00,6.15,20.,824132.690953481 
 11/08  01:00:00,5.75,20.,427557.442711151 
 11/08  02:00:00,5.7875,20.,443052.701363362 
 11/08  03:00:00,5.8375,20.,595834.040742038 
 11/08  04:00:00,4.8,19.9999999999999,1911724.28081923 
 11/08  05:00:00,3.7,19.9999999999999,2222600.74493713 
 11/08  06:00:00,3.2125,19.9999999999999,2415502.13262567 
 11/08  07:00:00,3.0375,20.,2492964.85791306 
 11/08  08:00:00,3.0625,20.,3186916.64462571 
 11/08  09:00:00,3.475,20.,2216163.51872621 
 11/08  10:00:00,4.7625,20.,977572.048146163 
 11/08  11:00:00,6.15,20.0950586552438,49329.6684636263 
 11/08  12:00:00,7.1,20.0122981302441,222211.440405255 
 11/08  13:00:00,7.775,20.0000000000168,477208.35043573 
 11/08  14:00:00,8.0625,20.1054980274095,242387.537580545 
 11/08  15:00:00,8.1,20.3482212294101,0.0 
 11/08  16:00:00,7.975,20.1020774093927,167820.331468026 
 11/08  17:00:00,7.7125,20.0229385202726,441791.939615377 
 11/08  18:00:00,7.35,20.0000000001914,802301.370797452 
 11/08  19:00:00,6.95,20.,861044.415702019 
 11/08  20:00:00,6.425,20.,1152980.55821447 
 11/08  21:00:00,5.95,20.,506126.794548009 
 11/08  22:00:00,5.6125,20.,492408.619890972 
 11/08  23:00:00,5.4375,20.,561335.295817029 
 11/08  24:00:00,5.3375,20.,590726.841268902 
 11/09  01:00:00,5.1125,20.,579444.725407726 
 11/09  02:00:00,4.875,20.,606310.49955103 
 11/09  03:00:00,4.7375,20.,941874.626815808 
 11/09  04:00:00,4.7625,20.,2001553.2337818 
 11/09  05:00:00,4.8625,20.,2041077.04825889 
 11/09  06:00:00,4.9625,20.0000000000001,2023784.61689899 
 11/09  07:00:00,4.9375,20.,2350107.96045126 
 11/09  08:00:00,4.9,20.,2728869.52347555 
 11/09  09:00:00,4.775,20.,2397082.12052308 
 11/09  10:00:00,4.7,20.0000000000001,2606808.81260168 
 11/09  11:00:00,4.95,20.0000000000001,2461038.28391992 
 11/09  12:00:00,5.5375,20.0000000000001,2280827.36770798 
 11/09  13:00:00,6.1125,20.0000000000001,1803921.25351296 
 11/09  14:00:00,6.3,20.,719093.669018789 
 11/09  15:00:00,6.3,20.,26139.5743200145 
 11/09  16:00:00,6.175,20.,811435.314736134 
 11/09  17:00:00,6.1,20.,970152.573856924 
 11/09  18:00:00,6.1,20.0000000000001,1045895.39891807 
 11/09  19:00:00,6.0375,20.,1064496.41215462 
 11/09  20:00:00,6.0625,20.,567790.729721659 
 11/09  21:00:00,6.1625,20.,351779.138737854 
 11/09  22:00:00,6.075,20.,338109.751323262 
 11/09  23:00:00,5.875,20.,351583.127517978 
 11/09  24:00:00,5.8625,20.,365828.569529949 
 11/10  01:00:00,6.025,20.,363963.651979915 
 11/10  02:00:00,6.0375,20.,354211.847393662 
 11/10  03:00:00,6.1875,20.,843706.238572233 
 11/10  04:00:00,6.3625,20.,1717257.87374831 
 11/10  05:00:00,6.525,20.,1749327.21153051 
 11/10  06:00:00,6.6,20.,1743750.41202505 
 11/10  07:00:00,6.725,20.,1734262.16465005 
 11/10  08:00:00,6.925,20.,2219736.3763518 
 11/10  09:00:00,7.1875,20.,2355302.04136895 
 11/10  10:00:00,7.3,20.,2215344.08237043 
 11/10  11:00:00,7.3,20.,1881092.23688089 
 11/10  12:00:00,7.175,20.0000000000001,1921572.41933914 
 11/10  13:00:00,7.1625,20.0000000000001,1878938.26587979 
 11/10  14:00:00,7.3875,20.015239228006,916383.5127546 
 11/10  15:00:00,7.5625,20.07447514145,220276.851325496 
 11/10  16:00:00,7.6625,20.0000000131726,755788.925808788 
 11/10  17:00:00,7.575,20.,748302.755413991 
 11/10  18:00:00,7.375,20.0000000000001,829249.285528558 
 11/10  19:00:00,7.2375,20.,528440.090855868 
 11/10  20:00:00,7.075,20.,187021.386788444 
 11/10  21:00:00,6.875,20.,194880.15292374 
 11/10  22:00:00,6.925,20.,206696.734841274 
 11/10  23:00:00,6.875,20.,205006.073566277 
 11/10  24:00:00,6.8,20.,213494.418121338 
 11/11  01:00:00,6.925,20.,209649.540530934 
 11/11  02:00:00,7.,20.,198006.728472959 
 11/11  03:00:00,7.,20.,704701.983552283 
 11/11  04:00:00,7.,20.,1610144.11307073 
 11/11  05:00:00,6.9375,20.,1791706.02995593 
 11/11  06:00:00,6.9,20.,1823454.51941245 
 11/11  07:00:00,6.9,20.,1747357.77173784 
 11/11  08:00:00,6.8375,20.,1891735.88642929 
 11/11  09:00:00,6.8625,20.,2384822.97151064 
 11/11  10:00:00,7.025,20.,2114505.32035917 
 11/11  11:00:00,7.4125,20.,1388754.74759916 
 11/11  12:00:00,7.6625,20.0000000000001,1858851.79784865 
 11/11  13:00:00,7.95,20.0000000000001,1612280.99936824 
 11/11  14:00:00,8.1625,20.,649195.617883754 
 11/11  15:00:00,8.45,20.0377558910699,355203.025537732 
 11/11  16:00:00,8.1625,20.0049650393362,25085.8698721145 
 11/11  17:00:00,7.525,20.0000004534991,405871.565803721 
 11/11  18:00:00,7.05,20.,905294.244953218 
 11/11  19:00:00,6.7125,20.,519573.340750316 
 11/11  20:00:00,6.4125,20.,393916.113884459 
 11/11  21:00:00,6.175,20.,460461.018129323 
 11/11  22:00:00,5.975,20.,530517.698698296 
 11/11  23:00:00,5.775,20.,565812.795320951 
 11/11  24:00:00,5.6375,20.,585253.087264699 
 11/12  01:00:00,5.0375,20.,642592.882811526 
 11/12  02:00:00,4.325,20.0000000000001,760083.506754725 
 11/12  03:00:00,3.475,20.0000000000001,1594178.08196686 
 11/12  04:00:00,2.7875,20.0000000000002,2293969.04749214 
 11/12  05:00:00,2.4125,20.0000000000001,2609044.88926564 
 11/12  06:00:00,2.1125,20.0000000000001,2671429.93401395 
 11/12  07:00:00,1.625,20.0000000000001,2742633.79092457 
 11/12  08:00:00,1.2125,20.0000000000001,3328345.0902159 
 11/12  09:00:00,1.35,20.0000000000001,2672160.61367315 
 11/12  10:00:00,1.9375,20.0000000000001,1307765.78222072 
 11/12  11:00:00,2.825,20.,396299.921341178 
 11/12  12:00:00,4.1375,20.0000000000001,661030.242070816 
 11/12  13:00:00,5.3875,20.,461857.906496641 
 11/12  14:00:00,5.925,20.,272374.295164138 
 11/12  15:00:00,6.125,20.6941376874212,0.0 
 11/12  16:00:00,5.8875,20.6460890702942,0.0 
 11/12  17:00:00,5.3875,20.1520069978714,392815.878258933 
 11/12  18:00:00,5.2,20.0000000096135,1121003.45152634 
 11/12  19:00:00,5.075,20.,1378092.40279379 
 11/12  20:00:00,4.5,20.,985055.54216686 
 11/12  21:00:00,3.8875,20.,880824.736575637 
 11/12  22:00:00,3.2625,20.,970892.838117951 
 11/12  23:00:00,2.8125,20.,1059361.60889881 
 11/12  24:00:00,2.45,20.,1130482.63887322 
 11/13  01:00:00,1.9875,20.,1554074.51292789 
 11/13  02:00:00,1.55,20.,1284768.24061769 
 11/13  03:00:00,1.4,20.,2017921.11281606 
 11/13  04:00:00,1.15,20.,2429770.16760704 
 11/13  05:00:00,1.125,20.0000000000001,2851112.81205971 
 11/13  06:00:00,1.2,20.0000000000002,2876990.75584068 
 11/13  07:00:00,1.1375,20.0000000000002,2897218.65117115 
 11/13  08:00:00,1.1,20.0000000000002,2548818.80761647 
 11/13  09:00:00,1.5375,20.0000000000001,1805989.02239843 
 11/13  10:00:00,2.3,20.0000000000001,723268.307108638 
 11/13  11:00:00,3.2875,20.0385955004356,62269.1917246158 
 11/13  12:00:00,4.325,20.0000893233586,587229.608243228 
 11/13  13:00:00,5.3875,20.0000000000004,134403.483178155 
 11/13  14:00:00,5.9875,20.,144487.933856098 
 11/13  15:00:00,6.1,20.0000000000001,653665.497130776 
 11/13  16:00:00,6.1,20.,1061742.06501434 
 11/13  17:00:00,5.475,20.,1649431.15144979 
 11/13  18:00:00,4.975,20.0000000000002,2409601.63487014 
 11/13  19:00:00,4.9625,20.0000000000001,2087751.74750418 
 11/13  20:00:00,4.8125,20.0000000000001,1406345.72239046 
 11/13  21:00:00,4.2,20.0000000000001,1266539.96342676 
 11/13  22:00:00,3.4,20.0000000000001,1681667.7816596 
 11/13  23:00:00,2.5375,20.0000000000001,1137478.54317111 
 11/13  24:00:00,1.7,20.0000000000001,1234062.55542835 
 11/14  01:00:00,1.025,20.,1344289.3515042 
 11/14  02:00:00,0.8,20.0000000000001,1427179.80972914 
 11/14  03:00:00,0.55,20.0000000000001,2167535.36518619 
 11/14  04:00:00,0.2125,20.,2771942.87567452 
 11/14  05:00:00,0.1625,20.,3028695.89134863 
 11/14  06:00:00,-0.2375,20.,3080025.69727219 
 11/14  07:00:00,-0.6875,20.,3157404.88828736 
 11/14  08:00:00,-0.55,20.,3175175.77719075 
 11/14  09:00:00,-0.3375,20.,2292845.46002038 
 11/14  10:00:00,0.2625,20.,976591.101294201 
 11/14  11:00:00,1.225,20.,843545.722797579 
 11/14  12:00:00,2.1,20.,995583.400364487 
 11/14  13:00:00,3.025,20.,469221.633747691 
 11/14  14:00:00,3.9,20.0855843484404,37759.011420935 
 11/14  15:00:00,4.45,20.7028454511352,0.0 
 11/14  16:00:00,4.475,20.7208728189622,0.0 
 11/14  17:00:00,3.7125,20.0400444858315,1301180.83835849 
 11/14  18:00:00,2.8625,20.0000000027863,2020388.84660491 
 11/14  19:00:00,2.6,20.,1968554.95813353 
 11/14  20:00:00,2.35,20.,1888861.7688325 
 11/14  21:00:00,1.8875,20.,1626048.39866502 
 11/14  22:00:00,1.2625,20.,1333525.25410692 
 11/14  23:00:00,0.8125,20.0000000000001,2082978.24623387 
 11/14  24:00:00,0.3875,20.0000000000001,2189436.73361716 
 11/15  01:00:00,7.500000000000000E-02,20.,1580577.85674096 
 11/15  02:00:00,-0.125,20.,1582271.41049209 
 11/15  03:00:00,-0.2,20.0000000000001,2104905.75971095 
 11/15  04:00:00,-0.6375,20.0000000000002,2351707.51508258 
 11/15  05:00:00,-0.775,20.0000000000002,2927109.78323931 
 11/15  06:00:00,-0.7625,20.,3150177.37960004 
 11/15  07:00:00,-0.925,20.,3184342.01555952 
 11/15  08:00:00,-1.1875,20.,3544365.93563315 
 11/15  09:00:00,-1.175,19.9999999999999,3616876.04949859 
 11/15  10:00:00,-0.7875,19.9999999999999,2587807.8615583 
 11/15  11:00:00,-0.2875,20.,1666818.09266254 
 11/15  12:00:00,0.3375,20.,1236469.95577912 
 11/15  13:00:00,1.1,20.,693772.18479325 
 11/15  14:00:00,1.3375,20.,181832.049299242 
 11/15  15:00:00,1.175,20.4502021483496,0.0 
 11/15  16:00:00,1.0375,20.0784515633477,463812.887281438 
 11/15  17:00:00,0.6875,20.0000000084768,1217207.33471297 
 11/15  18:00:00,0.375,20.,1926807.11290906 
 11/15  19:00:00,0.2375,20.0000000000001,2115253.00333848 
 11/15  20:00:00,7.500000000000000E-02,20.,2200010.35586979 
 11/15  21:00:00,-6.250000000000000E-02,20.,1591524.03050585 
 11/15  22:00:00,-0.1,20.,1588207.70241817 
 11/15  23:00:00,8.750000000000001E-02,20.,1580211.87965197 
 11/15  24:00:00,0.2625,20.,1554348.85887037 
 11/16  01:00:00,0.55,20.,1506591.23564233 
 11/16  02:00:00,0.7625,20.,1432993.72858418 
 11/16  03:00:00,0.675,20.,1727875.00821283 
 11/16  04:00:00,0.4125,20.0000000000001,2810326.67326263 
 11/16  05:00:00,-0.7625,20.0000000000001,2969954.28652706 
 11/16  06:00:00,-1.3375,20.0000000000001,3101138.53354844 
 11/16  07:00:00,-0.9875,20.0000000000001,3138444.1984118 
 11/16  08:00:00,-1.2375,20.0000000000002,3470351.05109348 
 11/16  09:00:00,-1.9375,20.0000000000001,3167713.24054206 
 11/16  10:00:00,-2.2625,20.0000000000002,3061412.17902839 
 11/16  11:00:00,-2.3,20.0000000000002,3267385.17826324 
 11/16  12:00:00,-2.3625,20.,3560680.29660383 
 11/16  13:00:00,-2.4,19.9999999999999,3183974.11248791 
 11/16  14:00:00,-2.3375,20.,2842763.9799157 
 11/16  15:00:00,-2.175,20.,2061932.41455579 
 11/16  16:00:00,-2.0375,20.,1939235.86193642 
 11/16  17:00:00,-2.0625,20.,2399022.50822592 
 11/16  18:00:00,-2.1,19.9999999999999,2456911.81591228 
 11/16  19:00:00,-1.975,20.,2468217.31161773 
 11/16  20:00:00,-1.7125,20.,2445873.08080797 
 11/16  21:00:00,-1.4125,20.,1729526.50177902 
 11/16  22:00:00,-1.175,20.,1650513.76955743 
 11/16  23:00:00,-1.1,20.,1612003.65917136 
 11/16  24:00:00,-1.2875,20.0000000000001,1611220.33757112 
 11/17  01:00:00,-1.5875,20.,1642000.38001317 
 11/17  02:00:00,-1.7,20.,1671093.6921398 
 11/17  03:00:00,-1.6375,20.0000000000001,2362613.48099637 
 11/17  04:00:00,-1.5375,20.0000000000001,3082426.59509682 
 11/17  05:00:00,-1.4375,20.0000000000001,3122672.84609178 
 11/17  06:00:00,-1.3375,20.0000000000001,3119732.93535187 
 11/17  07:00:00,-1.3,20.0000000000001,3110583.21951017 
 11/17  08:00:00,-1.425,20.0000000000002,3796231.33152959 
 11/17  09:00:00,-1.5,20.,3791042.66008622 
 11/17  10:00:00,-1.5625,20.0000000000002,3587137.21782543 
 11/17  11:00:00,0.4,20.0000000000002,2818389.52236516 
 11/17  12:00:00,-0.4625,20.0000000000002,3099824.03437172 
 11/17  13:00:00,-1.7,20.0000000000002,2837478.0112699 
 11/17  14:00:00,-1.7,20.,2563596.5213718 
 11/17  15:00:00,-1.5125,20.0000000000001,2200651.93577732 
 11/17  16:00:00,-1.275,20.0000000000001,1845161.01015812 
 11/17  17:00:00,-1.45,20.0000000000001,2238345.86768805 
 11/17  18:00:00,-1.475,20.0000000000001,2301836.0836539 
 11/17  19:00:00,-1.2125,20.0000000000001,2297871.42612438 
 11/17  20:00:00,-1.0375,20.0000000000001,1760925.30639634 
 11/17  21:00:00,-1.,20.0000000000001,1526452.7996055 
 11/17  22:00:00,-0.75,20.0000000000001,1490319.10741372 
 11/17  23:00:00,-0.4125,20.0000000000001,1439612.846498 
 11/17  24:00:00,-0.1125,20.,1386170.56588193 
 11/18  01:00:00,6.250000000000000E-02,20.0000000000001,1347911.40093942 
 11/18  02:00:00,0.2875,20.0000000000001,1309832.5152786 
 11/18  03:00:00,0.4,20.0000000000001,1959343.71622687 
 11/18  04:00:00,0.5875,20.,2309826.20487927 
 11/18  05:00:00,0.6375,19.9999999999999,2681829.35914399 
 11/18  06:00:00,0.5375,20.,2708273.54190352 
 11/18  07:00:00,0.4375,20.0000000000001,2725142.56936118 
 11/18  08:00:00,0.4625,20.,3239769.82742049 
 11/18  09:00:00,0.5,20.,3089561.40897152 
 11/18  10:00:00,0.5625,20.,2937262.42134981 
 11/18  11:00:00,0.7875,20.,3130017.36981292 
 11/18  12:00:00,0.9625,20.,2991304.34297762 
 11/18  13:00:00,1.,19.9999999999999,2233188.12563492 
 11/18  14:00:00,1.,20.0000000000001,1704426.1967698 
 11/18  15:00:00,0.9375,20.,903450.63281822 
 11/18  16:00:00,0.7125,20.,1014462.87222326 
 11/18  17:00:00,0.475,20.,1839688.30933429 
 11/18  18:00:00,0.2125,20.0000000000001,1967502.79791608 
 11/18  19:00:00,-8.750000000000001E-02,20.0000000000001,2036748.43608042 
 11/18  20:00:00,-0.3875,20.0000000000001,1413268.04745718 
 11/18  21:00:00,-0.5,20.0000000000001,1410829.10098149 
 11/18  22:00:00,-0.625,20.0000000000001,1415563.96528956 
 11/18  23:00:00,-0.825,20.,1441305.52521956 
 11/18  24:00:00,-0.9,20.0000000000001,1464703.27395896 
 11/19  01:00:00,-0.9625,20.0000000000001,1473389.62586046 
 11/19  02:00:00,-1.,20.0000000000001,1484996.2455335 
 11/19  03:00:00,-1.0625,20.0000000000001,1824318.88726367 
 11/19  04:00:00,-1.1,20.0000000000001,2546663.35731821 
 11/19  05:00:00,-1.1,19.9999999999999,2947162.5513782 
 11/19  06:00:00,-0.975,20.0000000000001,2964442.14974697 
 11/19  07:00:00,-0.775,20.,2951741.81407963 
 11/19  08:00:00,-0.6375,20.,3429867.87031053 
 11/19  09:00:00,-0.475,20.,2902024.8563595 
 11/19  10:00:00,-0.15,20.,3061391.79857379 
 11/19  11:00:00,0.3125,19.9999999999999,3225987.77351535 
 11/19  12:00:00,0.9375,20.,3009120.57846012 
 11/19  13:00:00,1.45,20.,2652096.01117355 
 11/19  14:00:00,1.7875,20.0000000000001,1319948.89229624 
 11/19  15:00:00,2.025,20.,651765.390936099 
 11/19  16:00:00,2.0375,20.,2047866.10051211 
 11/19  17:00:00,1.75,20.,2206436.03778566 
 11/19  18:00:00,1.7875,20.,1809470.67131587 
 11/19  19:00:00,2.15,20.,1792670.05385642 
 11/19  20:00:00,2.3625,20.,1758225.72821048 
 11/19  21:00:00,2.4625,20.,1048900.16760946 
 11/19  22:00:00,2.5,20.,992337.19419383 
 11/19  23:00:00,2.375,20.,1008415.16214341 
 11/19  24:00:00,1.4875,20.0000000000001,1125597.75142665 
 11/20  01:00:00,0.5625,20.,1311078.36610257 
 11/20  02:00:00,-0.2625,20.0000000000001,1677417.54566553 
 11/20  03:00:00,-1.1625,20.0000000000002,2332124.27698775 
 11/20  04:00:00,-1.25,20.0000000000002,2316886.04845792 
 11/20  05:00:00,-0.725,20.0000000000002,2914318.33556114 
 11/20  06:00:00,0.1875,20.0000000000002,2865056.14845875 
 11/20  07:00:00,0.975,20.0000000000002,2747338.39945782 
 11/20  08:00:00,1.575,20.0000000000002,2632617.86866954 
 11/20  09:00:00,1.7375,20.0000000000002,2524830.68642764 
 11/20  10:00:00,1.8875,20.0000000000002,2316315.3138542 
 11/20  11:00:00,2.3125,20.0000000000001,1948168.69814409 
 11/20  12:00:00,2.875,20.0000000000001,1255077.24253312 
 11/20  13:00:00,3.4125,20.0000000000002,1792938.3342983 
 11/20  14:00:00,3.725,20.0000000000002,2160668.78404261 
 11/20  15:00:00,3.8625,20.0000000000002,2269723.93896937 
 11/20  16:00:00,3.9,20.0000000000002,2330144.77211562 
 11/20  17:00:00,3.9,20.0000000000002,2812720.20983914 
 11/20  18:00:00,3.7125,20.0000000000001,2184390.82364515 
 11/20  19:00:00,3.5375,20.0000000000001,1528506.55290698 
 11/20  20:00:00,3.625,20.0000000000001,1633111.53331721 
 11/20  21:00:00,3.825,20.0000000000001,1226066.23128158 
 11/20  22:00:00,4.15,20.,1414035.53491121 
 11/20  23:00:00,4.55,20.0000000000001,860470.655209377 
 11/20  24:00:00,5.075,20.0000000000001,920600.30002317 
 11/21  01:00:00,5.3,20.,580393.363247021 
 11/21  02:00:00,4.8,20.,615462.58426159 
 11/21  03:00:00,4.75,20.,1354466.41861299 
 11/21  04:00:00,4.4,20.0000000000001,1936376.79642397 
 11/21  05:00:00,3.9125,20.,2236493.46093952 
 11/21  06:00:00,3.925,20.,2297556.05821354 
 11/21  07:00:00,4.0625,20.0000000000001,2294226.90900848 
 11/21  08:00:00,4.1,20.,2257021.18379093 
